File,Whale apex (m),Whale offset (m),Start time (s),Whale side
DAS_OOI_South/data/South-C1-LR-95km-P1kHz-GL50m-SP2m-FS200Hz_2021-11-02T190014Z.h5,31950,0,18.0,either
